id,start_date,start_time,end_date,end_time,Progress,duration,UserLanguage,Attitude_OG_M_1,Attitude_OG_M_2,Attitude_OG_M_3,Attitude_OG_M_4,Attitude_IG_M_1,Attitude_IG_M_2,Attitude_IG_M_3,Attitude_IG_M_4,Allocate_IG_M_1,Allocate_IG_M_2,Allocate_OG_M_1,Allocate_OG_M_2,Allocate_TG_M_1,Allocate_TG_M_2,Attitude_IG_P_1,Attitude_IG_P_2,Attitude_IG_P_3,Attitude_IG_P_4,Attitude_OG_P_1,Attitude_OG_P_2,Attitude_OG_P_3,Attitude_OG_P_4,Allocate_IG_P_1,Allocate_IG_P_2,Allocate_OG_P_1,Allocate_OG_P_2,Allocate_TG_P_1,Allocate_TG_P_2,Attention1_1,MinimalGroupCheck,Attitude_IG_Fam_1,Attitude_IG_Fam_2,Attitude_IG_Fam_3,Attitude_IG_Fam_4,Attitude_OG_Fam_1,Attitude_OG_Fam_2,Attitude_OG_Fam_3,Attitude_OG_Fam_4,Allocate_IG_Fam_1,Allocate_IG_Fam_2,Allocate_OG_Fam_1,Allocate_OG_Fam_2,Allocate_TG_Fam_1,Allocate_TG_Fam_2,Attitude_IG_Nat_1,Attitude_IG_Nat_2,Attitude_IG_Nat_3,Attitude_IG_Nat_4,Attitude_OG_Nat_1,Attitude_OG_Nat_2,Attitude_OG_Nat_3,Attitude_OG_Nat_4,Allocate_IG_Nat_1,Allocate_IG_Nat_2,Allocate_OG_Nat_1,Allocate_OG_Nat_2,Allocate_TG_Nat_1,Allocate_TG_Nat_2,InterpersonalTrust_1,InterpersonalTrust_2,InterpersonalTrust_3,InterpersonalTrust_4,InterpersonalTrust_5,InterpersonalTrust_6,InstitutionTrust_1,InstitutionTrust_2,InstitutionTrust_3,FamilyTie1,FamilyTie2,FamilyTie3_1,FamilyTie3_2,FamilyTie3_3,FamilyTie3_4,Col_Ind_1,Col_Ind_2,Col_Ind_3,Col_Ind_4,Col_Ind_5,Col_Ind_6,Col_Ind_7,Col_Ind_8,Col_Ind_9,Col_Ind_10,Col_Ind_11,Col_Ind_12,Col_Ind_13,Col_Ind_14,SelfEsteem_1,Attention2,Gender,Age,PoliticalAffi_US,PoliticalAffi_UK,PoliticalOrie,Income_when16,Work_situation,Edu,Marital_status,NumChildren,NumSibling,NumCousins,Residence_wParents,Size_of_town,Freq_moving,State_current,State_childhood,Region_current,Region_childhood,Comment,Familiarity_wMGP,MGP_followup,Trade_off_1,Trade_off_2,Trade_off_3,Trade_off_4,Trade_off_5,Trade_off_6,Trade_off_7,Trade_off_8,Trade_off_9,Q_Language,nationality,currency,conversionrate,dvorder,mingroup,ingroupletter,outgroupletter,role,type_group,playedwith,gamepayoff,totalpayoff,totalmoney
p333,2022-04-04,10:05:55,2022-04-04,10:16:36,100,641,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,10,10,10,10,10,10,Somewhat Disagree,S,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Somewhat Agree,Agree,10,10,10,10,15,5,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Neither Agree nor Disagree,Somewhat Agree,Agree,10,10,10,10,10,10,Completely,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not very much,Not very much,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not at all important,Not very important,7,7,8,3,6,6,7,7,6,4,7,4,5 - Neither Agree nor Disagree,7,5,18,Male,65-74,No affiliation,NA,Moderate,Below average,Employed (full-time),Completed college / university,Married,4,2,7,No,"10,000 to 100,000 inhabitants",I didn't move,Massachusetts,New York,NA,NA,NA,No,NA,1,1,3,2,1,2,4,1,5,EN,American,$,0.1,allofirst,secondletter,S,P,allocator,min_out,Group P,10,10,1
p334,2022-04-04,10:05:48,2022-04-04,10:16:37,100,649,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Somewhat Agree,15,5,17,3,12,8,Somewhat Disagree,N,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,8,12,17,3,18,2,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,15,5,15,5,15,5,Completely,Somewhat,Not very much,Not at all,Not at all,Somewhat,Quite a lot,Quite a lot,Not very much,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Not very important,Not at all important,Rather important,2,7,4,7,6,3,8,7,7,6,6,3,6,7,6,18,Male,35-44,Democrat,NA,Very liberal,Below average,Employed (full-time),Post-graduate degree,Married,2,1,7,No,"More than 100,000 inhabitants",I didn't move,Texas,Texas,NA,NA,Identity factors among groups.,No,NA,1,2,4,4,1,1,4,1,5,EN,American,$,0.1,attfirst,secondletter,N,L,recipient,nat_out_self,another national group,10,10,1
p335,2022-04-04,10:04:54,2022-04-04,10:17:00,100,725,EN,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Agree,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,J,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,10,10,15,5,15,5,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,10,10,15,5,10,10,Completely,Somewhat,Somewhat,Not very much,Somewhat,Somewhat,Not very much,Not very much,None at all,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Very important,Very important,5 - Neither Agree nor Disagree,8,8,5 - Neither Agree nor Disagree,7,8,7,8,6,8,8,3,6,7,6,18,Female,55-64,No affiliation,NA,A little conservative,Average,Pensioned/Retired,Some college / university,Single (but married in the past),1,6,140,Yes,"2,000 to 10,000 inhabitants",I didn't move,Ohio,Ohio,NA,NA,I have no idea,No,NA,4,3,3,3,4,2,4,3,3,EN,American,$,0.1,allofirst,firstletter,H,J,allocator,nat_out,another national group,15,15,1.5
p336,2022-04-04,10:06:56,2022-04-04,10:17:24,100,628,EN,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,H,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,10,10,10,10,10,10,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,10,10,10,10,10,10,Completely,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not very much,Not very much,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Not very important,Not at all important,Rather important,6,7,6,7,7,7,6,7,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,7,4,4,7,5,18,Male,25-34,Democrat,NA,Somewhat liberal,Average,Employed (full-time),Completed college / university,Married,0,2,6,No,"2,000 to 10,000 inhabitants",I moved once or twice,Pennsylvania,New York,NA,NA,NA,No,NA,2,2,4,2,2,3,3,3,4,EN,American,$,0.1,attfirst,firstletter,H,J,recipient,nat_in_out,another national group,10,10,1
p337,2022-04-04,09:55:45,2022-04-04,10:17:55,100,1330,EN,Neither Agree nor Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,12,8,12,8,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,P,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,10,10,12,8,10,10,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,12,8,12,8,10,10,Somewhat,Somewhat,Completely,Not at all,Somewhat,Somewhat,Not very much,Not very much,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not very important,Not very important,7,6,4,7,7,7,8,7,6,3,6,3,4,6,4,18,Female,25-34,No affiliation,NA,Moderate,Average,Employed (part-time),Some college / university,Single (never married),0,3,14,No,"10,000 to 100,000 inhabitants",I moved 3-5 times,California,California,NA,NA,to see different values people hold to family and non family and other groups,No,NA,2,4,2,4,2,3,4,2,3,EN,American,$,0.1,attfirst,firstletter,P,S,recipient,nat_out_self,another national group,10,10,1
p338,2022-04-04,10:00:30,2022-04-04,10:18:22,100,1072,EN,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,H,Agree,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Disagree,Neither Agree nor Disagree,Agree,12,8,12,8,11,9,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,13,7,10,10,8,12,Completely,Somewhat,Completely,Somewhat,Somewhat,Somewhat,Quite a lot,Not very much,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Rather important,4,2,7,6,7,7,8,8,7,7,8,3,5 - Neither Agree nor Disagree,9 - Strongly Agree,5,18,Male,65-74,No affiliation,NA,Somewhat liberal,Average,Pensioned/Retired,Completed college / university,Single (never married),0,2,5,No,"More than 100,000 inhabitants",I moved once or twice,Arizona,Pennsylvania,NA,NA,Measure subjects' attitudes toward competition/cooperation.,No,NA,1,2,2,2,1,2,4,3,5,EN,American,$,0.1,attfirst,firstletter,H,J,allocator,nat_in,your national group,13,13,1.3
p339,2022-04-04,10:11:29,2022-04-04,10:19:15,100,466,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,15,5,10,10,10,10,Somewhat Disagree,N,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,15,5,15,5,10,10,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,15,5,15,5,5,15,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not very much,Not very much,None at all,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Rather important,5 - Neither Agree nor Disagree,3,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,7,5 - Neither Agree nor Disagree,7,5 - Neither Agree nor Disagree,6,7,1 - Strongly Disagree,3,7,2,18,Male,25-34,Democrat,NA,Somewhat liberal,Above average,Employed (full-time),Some college / university,In a relationship (but currently unmarried),0,3,2,No,"More than 500,000 inhabitants",I moved 3-5 times,Texas,Texas,NA,NA,How we relate to the people around us.,No,NA,3,1,1,2,1,1,5,3,5,EN,American,$,0.1,allofirst,secondletter,N,L,recipient,nat_in_out,another national group,10,10,1
p340,2022-04-04,10:08:46,2022-04-04,10:19:18,100,632,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,20,0,20,0,10,10,Somewhat Disagree,N,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,15,5,20,0,20,0,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,20,0,20,0,10,10,Completely,Somewhat,Somewhat,Not very much,Not very much,Somewhat,Not very much,Quite a lot,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not very important,Rather important,6,3,3,7,7,8,6,8,8,7,8,4,6,7,6,18,Female,18-24,Democrat,NA,Somewhat liberal,Below average,Student,Some college / university,In a relationship (but currently unmarried),0,3,9,Yes,"More than 100,000 inhabitants",I moved once or twice,South Carolina,New York,NA,NA,NA,No,NA,2,3,2,3,2,2,4,2,4,EN,American,$,0.1,attfirst,secondletter,N,L,recipient,nat_in_out,another national group,10,10,1
p341,2022-04-04,09:55:10,2022-04-04,10:19:19,100,1449,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,15,5,15,5,10,10,Somewhat Disagree,M,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,10,10,15,5,15,5,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,15,5,10,10,10,10,Completely,Somewhat,Somewhat,Somewhat,Somewhat,Completely,Quite a lot,Quite a lot,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not at all important,Rather important,7,3,6,2,6,8,5 - Neither Agree nor Disagree,6,6,7,6,3,5 - Neither Agree nor Disagree,8,4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,2,3,4,1,5,EN,American,$,0.1,allofirst,secondletter,M,K,allocator,min_in,Group M,15,15,1.5
p342,2022-04-04,10:10:34,2022-04-04,10:20:14,100,579,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,20,0,20,0,10,10,Somewhat Disagree,J,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,20,0,20,0,10,10,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,20,0,20,0,10,10,Somewhat,Somewhat,Somewhat,Not very much,Not very much,Somewhat,None at all,Not very much,None at all,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Very important,Not at all important,Very important,2,1 - Strongly Disagree,1 - Strongly Disagree,6,9 - Strongly Agree,6,5 - Neither Agree nor Disagree,8,6,9 - Strongly Agree,8,1 - Strongly Disagree,1 - Strongly Disagree,9 - Strongly Agree,7 - Very true of me,18,Other,18-24,Other party,NA,Very liberal,Below average,Employed (full-time),Some college / university,In a relationship (but currently unmarried),0,6,14,No,"More than 100,000 inhabitants",I moved once or twice,Louisiana,Louisiana,NA,NA,NA,No,NA,1,1,3,1,1,1,3,1,5,EN,American,$,0.1,attfirst,secondletter,J,H,allocator,nat_out,another national group,20,20,2
p343,2022-04-04,10:02:35,2022-04-04,10:20:16,100,1061,EN,Neither Agree nor Disagree,Somewhat Agree,Strongly Disagree,Agree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Agree,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,P,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Agree,10,10,10,10,15,5,Neither Agree nor Disagree,Disagree,Somewhat Disagree,Agree,Neither Agree nor Disagree,Somewhat Agree,Disagree,Strongly Agree,10,10,5,15,0,20,Not very much,Not very much,Somewhat,Not at all,Somewhat,Somewhat,None at all,Not very much,None at all,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Very important,Very important,1 - Strongly Disagree,2,9 - Strongly Agree,8,9 - Strongly Agree,9 - Strongly Agree,6,9 - Strongly Agree,9 - Strongly Agree,6,9 - Strongly Agree,2,9 - Strongly Agree,9 - Strongly Agree,6,18,Male,18-24,No affiliation,NA,A little conservative,Below average,Unemployed,Completed high school,Single (never married),0,2,3,Yes,"10,000 to 100,000 inhabitants",I moved 3-5 times,Arkansas,California,NA,NA,NA,No,NA,5,2,4,2,5,4,5,5,1,EN,American,$,0.1,allofirst,firstletter,P,S,recipient,nat_out_self,another national group,10,10,1
p344,2022-04-04,10:14:07,2022-04-04,10:20:28,100,381,EN,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,H,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,10,10,10,10,10,10,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,10,10,10,10,10,10,Completely,Not very much,Completely,Not very much,Not very much,Somewhat,Not very much,Not very much,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Rather important,Rather important,Not very important,Rather important,7,5 - Neither Agree nor Disagree,6,6,6,6,7,6,7,6,6,6,6,6,5,18,Male,25-34,Democrat,NA,Somewhat liberal,Above average,Employed (part-time),Completed college / university,Single (never married),0,0,0,No,"2,000 to 10,000 inhabitants",I moved once or twice,California,California,NA,NA,NA,No,NA,3,2,2,2,2,2,2,2,4,EN,American,$,0.1,attfirst,firstletter,H,J,allocator,min_in,Group H,10,10,1
p345,2022-04-04,10:07:37,2022-04-04,10:20:50,100,792,EN,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,15,5,20,0,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,K,Agree,Agree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,15,5,15,5,20,0,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,15,5,15,5,15,5,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Quite a lot,Quite a lot,Quite a lot,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Rather important,Rather important,Rather important,7,6,6,7,6,7,7,7,7,6,7,7,6,7,6,18,Male,35-44,Democrat,NA,A little liberal,Below average,Employed (full-time),Post-graduate degree,Married,2,3,4,No,"10,000 to 100,000 inhabitants",I moved 3-5 times,New York,New York,NA,NA,Perception of giving,No,NA,2,5,2,4,3,2,3,3,4,EN,American,$,0.1,allofirst,firstletter,K,M,allocator,min_out,Group M,20,20,2
p346,2022-04-04,10:13:24,2022-04-04,10:21:19,100,475,EN,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,20,0,20,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,H,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,20,0,20,0,20,0,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,20,0,20,0,20,0,Somewhat,Not very much,Somewhat,Not very much,Not very much,Not very much,Quite a lot,Not very much,None at all,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Not very important,Very important,Not at all important,1 - Strongly Disagree,1 - Strongly Disagree,1 - Strongly Disagree,9 - Strongly Agree,5 - Neither Agree nor Disagree,9 - Strongly Agree,7,9 - Strongly Agree,9 - Strongly Agree,5 - Neither Agree nor Disagree,9 - Strongly Agree,1 - Strongly Disagree,9 - Strongly Agree,9 - Strongly Agree,6,18,Male,35-44,Republican,NA,Very conservative,Below average,Employed (full-time),Some college / university,Single (never married),1,1,6,Yes,"More than 100,000 inhabitants",I didn't move,Florida,Florida,NA,NA,NA,No,NA,4,3,2,4,3,3,3,5,2,EN,American,$,0.1,allofirst,firstletter,H,J,recipient,nat_in_out,another national group,10,10,1
p347,2022-04-04,10:08:35,2022-04-04,10:21:54,100,799,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,15,5,15,5,10,10,Somewhat Disagree,K,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,10,10,15,5,15,5,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,10,10,15,5,15,5,Somewhat,Somewhat,Somewhat,Not very much,Not very much,Not very much,Not very much,Not very much,Quite a lot,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Rather important,Not very important,Not very important,7,4,3,6,4,6,5 - Neither Agree nor Disagree,6,6,5 - Neither Agree nor Disagree,6,4,4,6,4,18,Male,25-34,Republican,NA,Moderate,Average,Employed (full-time),Some high school,Married,1,4,3,No,"10,000 to 100,000 inhabitants",I moved once or twice,Texas,Texas,NA,NA,NA,No,NA,4,5,3,3,4,4,3,4,4,EN,American,$,0.1,allofirst,secondletter,M,K,recipient,nat_out_self,another national group,10,10,1
p348,2022-04-04,10:16:32,2022-04-04,10:22:17,100,344,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,20,0,20,0,10,10,Somewhat Disagree,M,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,20,0,20,0,10,10,Somewhat Agree,Somewhat Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,20,0,20,0,10,10,Completely,Not very much,Somewhat,Not very much,Somewhat,Somewhat,Not very much,Not very much,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Rather important,Very important,Rather important,6,3,6,6,5 - Neither Agree nor Disagree,7,5 - Neither Agree nor Disagree,6,6,7,7,5 - Neither Agree nor Disagree,6,5 - Neither Agree nor Disagree,5,18,Male,18-24,Republican,NA,A little conservative,Above average,Unemployed,Completed high school,Single (never married),0,1,0,Yes,"10,000 to 100,000 inhabitants",I didn't move,Iowa,Iowa,NA,NA,NA,No,NA,2,4,3,4,4,4,3,3,3,EN,American,$,0.1,allofirst,secondletter,M,K,allocator,nat_in,your national group,20,20,2
p349,2022-04-04,10:13:10,2022-04-04,10:22:52,100,581,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Disagree,Somewhat Disagree,20,0,20,0,20,0,Somewhat Disagree,S,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,20,0,20,0,20,0,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,20,0,20,0,10,10,Completely,Somewhat,Somewhat,Not very much,Somewhat,Somewhat,Not very much,Not very much,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not at all important,Not very important,7,4,6,5 - Neither Agree nor Disagree,7,5 - Neither Agree nor Disagree,6,6,6,7,6,6,4,7,3,18,Male,18-24,Democrat,NA,Very liberal,Average,Student,Some college / university,Single (never married),0,0,2,Yes,"10,000 to 100,000 inhabitants",I moved 3-5 times,Colorado,Arkansas,NA,NA,I think it was about how people choose to share money or not.,No,NA,1,2,2,3,1,1,4,1,5,EN,American,$,0.1,attfirst,secondletter,S,P,recipient,nat_out_self,another national group,10,10,1
