id,start_date,start_time,end_date,end_time,Progress,duration,UserLanguage,Attitude_OG_M_1,Attitude_OG_M_2,Attitude_OG_M_3,Attitude_OG_M_4,Attitude_IG_M_1,Attitude_IG_M_2,Attitude_IG_M_3,Attitude_IG_M_4,Allocate_IG_M_1,Allocate_IG_M_2,Allocate_OG_M_1,Allocate_OG_M_2,Allocate_TG_M_1,Allocate_TG_M_2,Attitude_IG_P_1,Attitude_IG_P_2,Attitude_IG_P_3,Attitude_IG_P_4,Attitude_OG_P_1,Attitude_OG_P_2,Attitude_OG_P_3,Attitude_OG_P_4,Allocate_IG_P_1,Allocate_IG_P_2,Allocate_OG_P_1,Allocate_OG_P_2,Allocate_TG_P_1,Allocate_TG_P_2,Attention1_1,MinimalGroupCheck,Attitude_IG_Fam_1,Attitude_IG_Fam_2,Attitude_IG_Fam_3,Attitude_IG_Fam_4,Attitude_OG_Fam_1,Attitude_OG_Fam_2,Attitude_OG_Fam_3,Attitude_OG_Fam_4,Allocate_IG_Fam_1,Allocate_IG_Fam_2,Allocate_OG_Fam_1,Allocate_OG_Fam_2,Allocate_TG_Fam_1,Allocate_TG_Fam_2,Attitude_IG_Nat_1,Attitude_IG_Nat_2,Attitude_IG_Nat_3,Attitude_IG_Nat_4,Attitude_OG_Nat_1,Attitude_OG_Nat_2,Attitude_OG_Nat_3,Attitude_OG_Nat_4,Allocate_IG_Nat_1,Allocate_IG_Nat_2,Allocate_OG_Nat_1,Allocate_OG_Nat_2,Allocate_TG_Nat_1,Allocate_TG_Nat_2,InterpersonalTrust_1,InterpersonalTrust_2,InterpersonalTrust_3,InterpersonalTrust_4,InterpersonalTrust_5,InterpersonalTrust_6,InstitutionTrust_1,InstitutionTrust_2,InstitutionTrust_3,FamilyTie1,FamilyTie2,FamilyTie3_1,FamilyTie3_2,FamilyTie3_3,FamilyTie3_4,Col_Ind_1,Col_Ind_2,Col_Ind_3,Col_Ind_4,Col_Ind_5,Col_Ind_6,Col_Ind_7,Col_Ind_8,Col_Ind_9,Col_Ind_10,Col_Ind_11,Col_Ind_12,Col_Ind_13,Col_Ind_14,SelfEsteem_1,Attention2,Gender,Age,PoliticalAffi_US,PoliticalAffi_UK,PoliticalOrie,Income_when16,Work_situation,Edu,Marital_status,NumChildren,NumSibling,NumCousins,Residence_wParents,Size_of_town,Freq_moving,State_current,State_childhood,Region_current,Region_childhood,Comment,Familiarity_wMGP,MGP_followup,Trade_off_1,Trade_off_2,Trade_off_3,Trade_off_4,Trade_off_5,Trade_off_6,Trade_off_7,Trade_off_8,Trade_off_9,Q_Language,nationality,currency,conversionrate,dvorder,mingroup,ingroupletter,outgroupletter,role,type_group,playedwith,gamepayoff,totalpayoff,totalmoney
p350,2022-04-04,10:08:47,2022-04-04,10:23:34,100,887,EN,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Neither Agree nor Disagree,20,0,20,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,P,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Disagree,Agree,20,0,20,0,20,0,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Disagree,Agree,20,0,20,0,10,10,Somewhat,Not very much,Somewhat,Not very much,Not very much,Not very much,None at all,Quite a lot,None at all,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Not very important,Rather important,Not at all important,Not very important,4,1 - Strongly Disagree,5 - Neither Agree nor Disagree,2,5 - Neither Agree nor Disagree,7,5 - Neither Agree nor Disagree,8,5 - Neither Agree nor Disagree,3,9 - Strongly Agree,2,4,8,2,18,Male,35-44,Democrat,NA,Somewhat liberal,Average,Unemployed,Completed college / university,Single (never married),0,0,7,Yes,"10,000 to 100,000 inhabitants",I didn't move,Michigan,Michigan,NA,NA,perceptions of groups,No,NA,1,1,4,1,1,1,5,1,5,EN,American,$,0.1,allofirst,firstletter,P,S,allocator,nat_out,another national group,20,20,2
p351,2022-04-04,10:01:41,2022-04-04,10:23:51,100,1330,EN,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,20,0,20,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,K,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Agree,Agree,20,0,20,0,0,20,Agree,Agree,Agree,Agree,Agree,Disagree,Somewhat Disagree,Agree,20,0,20,0,10,10,Completely,Somewhat,Somewhat,Not very much,Somewhat,Somewhat,Not very much,Not very much,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Rather important,Not very important,Not at all important,Rather important,1 - Strongly Disagree,1 - Strongly Disagree,1 - Strongly Disagree,9 - Strongly Agree,9 - Strongly Agree,9 - Strongly Agree,5 - Neither Agree nor Disagree,9 - Strongly Agree,5 - Neither Agree nor Disagree,7,9 - Strongly Agree,3,5 - Neither Agree nor Disagree,6,7 - Very true of me,18,Male,45-54,Democrat,NA,A little liberal,Below average,Employed (full-time),Some college / university,In a relationship (but currently unmarried),0,3,0,No,"10,000 to 100,000 inhabitants",I moved once or twice,Nevada,California,NA,NA,I don't know.,No,NA,1,1,5,1,1,1,5,1,5,EN,American,$,0.1,allofirst,firstletter,K,M,allocator,nat_in,your national group,20,20,2
p352,2022-04-04,10:17:17,2022-04-04,10:24:47,100,450,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,20,0,20,0,10,10,Somewhat Disagree,J,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,0,20,0,20,20,0,Neither Agree nor Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,20,0,20,0,10,10,Completely,Somewhat,Somewhat,Not very much,Somewhat,Somewhat,Quite a lot,Not very much,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Very important,Very important,8,7,8,7,7,8,8,7,7,7,8,7,9 - Strongly Agree,8,4,18,Male,18-24,No affiliation,NA,Moderate,Average,Student,Some college / university,Single (never married),0,1,3,Yes,"10,000 to 100,000 inhabitants",I didn't move,Ohio,Ohio,NA,NA,NA,No,NA,5,5,1,5,5,3,3,5,1,EN,American,$,0.1,attfirst,secondletter,J,H,recipient,nat_in_out,another national group,10,10,1
p353,2022-04-04,10:13:21,2022-04-04,10:25:13,100,711,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,10,10,16,4,15,5,Somewhat Disagree,M,Agree,Somewhat Agree,Somewhat Agree,Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,10,10,16,4,15,5,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,14,6,10,10,10,10,Somewhat,Somewhat,Completely,Not very much,Somewhat,Somewhat,Not very much,Quite a lot,Quite a lot,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Rather important,Rather important,Not at all important,Rather important,6,4,4,2,4,6,6,7,2,3,7,3,2,7,6,18,Male,65-74,Democrat,NA,Very liberal,Below average,Pensioned/Retired,Post-graduate degree,Married,2,2,5,No,"More than 500,000 inhabitants",I didn't move,Washington,New York,NA,NA,"To see how we connect or not to our localized world and also to a larger community. Thanks for the opportunity. By the way, I put down 5 first cousins. I have others that are deceased now so I didn't include them.",No,NA,2,4,2,2,1,4,2,1,5,EN,American,$,0.1,attfirst,secondletter,M,K,recipient,nat_in_out,another national group,10,10,1
p354,2022-04-04,10:09:00,2022-04-04,10:25:32,100,992,EN,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,L,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,10,10,10,10,10,10,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,10,10,10,10,10,10,Somewhat,Somewhat,Completely,Not very much,Somewhat,Somewhat,Quite a lot,Quite a lot,Not very much,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Very important,Rather important,Rather important,7,6,7,8,5 - Neither Agree nor Disagree,9 - Strongly Agree,9 - Strongly Agree,6,7,7,9 - Strongly Agree,5 - Neither Agree nor Disagree,6,7,2,18,Male,35-44,Democrat,NA,Moderate,Below average,Unemployed,Completed high school,Single (never married),0,2,0,No,"2,000 to 10,000 inhabitants",I didn't move,Michigan,Michigan,NA,NA,Great Survey Thank You,Yes,The minimal group effect refers to the fact that individuals will express ingroup favoritism even when there is minimal ingroup affiliation and no interaction among group members,2,3,2,4,2,2,4,3,3,EN,American,$,0.1,attfirst,firstletter,L,N,allocator,min_out,Group N,10,10,1
p355,2022-04-04,10:18:39,2022-04-04,10:26:10,100,451,EN,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,20,0,20,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,H,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,10,10,20,0,16,4,Somewhat Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,12,8,16,4,12,8,Completely,Somewhat,Somewhat,Not very much,Somewhat,Somewhat,Quite a lot,Quite a lot,Quite a lot,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Not very important,Not very important,Not very important,7,6,5 - Neither Agree nor Disagree,7,7,8,8,7,8,4,8,4,6,8,2,18,Male,25-34,Democrat,NA,Somewhat liberal,Above average,Other,Some college / university,Single (never married),0,2,6,Yes,"2,000 to 10,000 inhabitants",I didn't move,Pennsylvania,Pennsylvania,NA,NA,NA,No,NA,3,2,4,3,2,2,4,2,4,EN,American,$,0.1,attfirst,firstletter,H,J,allocator,min_in,Group H,20,20,2
p356,2022-04-04,10:05:56,2022-04-04,10:26:13,100,1216,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Agree,10,10,10,10,10,10,Somewhat Disagree,N,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,10,10,10,10,10,10,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,10,10,10,10,10,10,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not very much,Not very much,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not very important,Very important,6,6,5 - Neither Agree nor Disagree,6,6,7,5 - Neither Agree nor Disagree,7,8,6,5 - Neither Agree nor Disagree,3,2,7,3,18,Male,35-44,No affiliation,NA,A little liberal,Average,Employed (full-time),Completed college / university,In a relationship (but currently unmarried),3,3,11,No,"10,000 to 100,000 inhabitants",I didn't move,Georgia,Georgia,NA,NA,unsure,No,NA,2,2,3,3,1,2,3,3,5,EN,American,$,0.1,allofirst,secondletter,N,L,allocator,min_out,Group L,10,10,1
p357,2022-04-04,09:57:29,2022-04-04,10:26:26,100,1736,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,18,2,18,2,10,10,Somewhat Disagree,H,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,15,5,18,2,5,15,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,18,2,18,2,12,8,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Not very much,None at all,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Not very important,Not very important,Rather important,Rather important,5 - Neither Agree nor Disagree,1 - Strongly Disagree,2,1 - Strongly Disagree,6,8,5 - Neither Agree nor Disagree,6,5 - Neither Agree nor Disagree,7,6,3,7,5 - Neither Agree nor Disagree,4,18,Female,45-54,Democrat,NA,Somewhat liberal,Average,Employed (part-time),Some college / university,Single (but married in the past),3,1,12,No,"10,000 to 100,000 inhabitants",I moved 3-5 times,Connecticut,Connecticut,NA,NA,Trusting and having compassion to others,No,NA,4,3,3,4,4,3,3,4,2,EN,American,$,0.1,allofirst,secondletter,J,H,recipient,nat_out_self,another national group,10,10,1
p358,2022-04-04,10:17:53,2022-04-04,10:27:21,100,568,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Strongly Disagree,Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Disagree,Disagree,Somewhat Agree,15,5,15,5,10,10,Somewhat Disagree,N,Somewhat Agree,Somewhat Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,10,10,15,5,15,5,Somewhat Disagree,Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,15,5,15,5,10,10,Completely,Somewhat,Somewhat,Not at all,Not at all,Not very much,None at all,None at all,None at all,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Not very important,Not at all important,Not at all important,Not at all important,3,2,2,1 - Strongly Disagree,2,2,2,8,1 - Strongly Disagree,1 - Strongly Disagree,6,1 - Strongly Disagree,1 - Strongly Disagree,7,1 - Not very true of me,18,Male,35-44,Democrat,NA,Very liberal,Above average,Unemployed,Completed high school,Single (never married),0,2,5,Yes,"10,000 to 100,000 inhabitants",I moved once or twice,Louisiana,Louisiana,NA,NA,NA,No,NA,2,1,4,1,1,1,3,2,5,EN,American,$,0.1,attfirst,secondletter,N,L,allocator,nat_in,your national group,15,15,1.5
p359,2022-04-04,10:06:44,2022-04-04,10:27:28,100,1244,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,10,10,10,10,10,10,Somewhat Disagree,S,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,10,10,10,10,10,10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,10,10,10,10,10,10,Somewhat,Somewhat,Completely,Somewhat,Somewhat,Completely,Not very much,Quite a lot,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not very important,Rather important,9 - Strongly Agree,7,6,9 - Strongly Agree,6,9 - Strongly Agree,9 - Strongly Agree,9 - Strongly Agree,9 - Strongly Agree,9 - Strongly Agree,9 - Strongly Agree,6,6,9 - Strongly Agree,7 - Very true of me,18,Female,35-44,Democrat,NA,Very liberal,Below average,Employed (full-time),Completed college / university,Married,1,0,8,Yes,"10,000 to 100,000 inhabitants",I moved 3-5 times,Texas,Indiana,NA,NA,not sure,No,NA,1,1,2,4,1,1,5,1,5,EN,American,$,0.1,attfirst,secondletter,S,P,recipient,nat_in_out,another national group,10,10,1
p360,2022-04-04,10:17:23,2022-04-04,10:27:36,100,612,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,10,10,10,10,10,10,Somewhat Disagree,M,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,10,10,10,10,10,10,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,10,10,10,10,10,10,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,None at all,None at all,None at all,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Very important,Not at all important,Not very important,4,6,7,7,6,7,7,7,7,6,6,7,6,7,6,18,Male,45-54,No affiliation,NA,A little liberal,Average,Employed (full-time),Completed college / university,Married,1,2,8,No,"2,000 to 10,000 inhabitants",I moved once or twice,Texas,Oklahoma,NA,NA,N/a,No,NA,1,1,3,3,1,1,5,1,5,EN,American,$,0.1,allofirst,secondletter,M,K,recipient,nat_out_self,another national group,10,10,1
p361,2022-04-04,10:18:32,2022-04-04,10:27:49,100,557,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Somewhat Disagree,10,10,15,5,15,5,Somewhat Disagree,S,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,15,5,20,0,15,5,Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Agree,15,5,10,10,5,15,Completely,Somewhat,Somewhat,Not very much,Somewhat,Somewhat,Quite a lot,Quite a lot,Not very much,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not very important,Not very important,1 - Strongly Disagree,6,3,9 - Strongly Agree,5 - Neither Agree nor Disagree,7,5 - Neither Agree nor Disagree,7,7,6,9 - Strongly Agree,6,9 - Strongly Agree,4,7 - Very true of me,18,Male,35-44,Republican,NA,Somewhat liberal,Below average,Employed (full-time),Post-graduate degree,Married,2,0,6,No,"More than 500,000 inhabitants",I moved once or twice,North Carolina,I did not reside in the United States before age 18,NA,NA,I have no idea but it was interesting. I guess measuring social connectedness,No,NA,1,3,1,5,1,1,4,3,5,EN,American,$,0.1,attfirst,secondletter,S,P,allocator,min_in,Group S,10,10,1
p362,2022-04-04,10:13:47,2022-04-04,10:28:28,100,881,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,20,0,20,0,20,0,Somewhat Disagree,N,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,20,0,20,0,0,20,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,20,0,20,0,0,20,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,None at all,None at all,None at all,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Not at all important,Not at all important,Not at all important,Not at all important,1 - Strongly Disagree,1 - Strongly Disagree,1 - Strongly Disagree,1 - Strongly Disagree,1 - Strongly Disagree,9 - Strongly Agree,5 - Neither Agree nor Disagree,9 - Strongly Agree,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,9 - Strongly Agree,1 - Strongly Disagree,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,7 - Very true of me,18,Male,65-74,Other party,NA,NA,Below average,Pensioned/Retired,Post-graduate degree,Married,2,1,12,No,"10,000 to 100,000 inhabitants",I moved once or twice,California,Ohio,NA,NA,NA,No,NA,1,1,5,1,1,1,5,1,5,EN,American,$,0.1,allofirst,secondletter,N,L,allocator,nat_out,another national group,20,20,2
p363,2022-04-04,10:17:33,2022-04-04,10:28:28,100,655,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Agree,20,0,20,0,10,10,Somewhat Disagree,S,Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Agree,20,0,20,0,15,5,Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Agree,20,0,20,0,10,10,Somewhat,Not very much,Somewhat,Somewhat,Somewhat,Somewhat,Quite a lot,Not very much,Quite a lot,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Very important,Very important,6,3,7,7,8,7,8,6,4,8,8,4,2,7,6,18,Male,25-34,No affiliation,NA,Moderate,Above average,Employed (full-time),Completed college / university,Married,0,3,19,No,"More than 100,000 inhabitants",I moved 3-5 times,Georgia,Texas,NA,NA,Perhaps how people identify with groups around them and how much more or less willing they would be to help groups that they personally identify with versus ones that are the opposite of them.,No,NA,4,3,4,2,4,2,4,4,2,EN,American,$,0.1,allofirst,secondletter,S,P,allocator,nat_out,another national group,20,20,2
p364,2022-04-04,10:15:18,2022-04-04,10:28:29,100,790,EN,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,10,10,0,20,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,L,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,0,20,0,20,20,0,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,20,0,0,20,5,15,Completely,Not at all,Somewhat,Somewhat,Completely,Somewhat,Not very much,Not very much,Not very much,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Very important,Rather important,1 - Strongly Disagree,9 - Strongly Agree,6,7,8,8,9 - Strongly Agree,5 - Neither Agree nor Disagree,7,7,9 - Strongly Agree,7,8,7,6,18,Male,35-44,Democrat,NA,Very conservative,Far below average,Employed (full-time),Completed college / university,Married,4,1,35,No,"10,000 to 100,000 inhabitants",I moved 3-5 times,New Jersey,New Jersey,NA,NA,na,No,NA,5,2,5,5,5,2,3,5,1,EN,American,$,0.1,allofirst,firstletter,L,N,recipient,nat_in_out,another national group,10,10,1
p365,2022-04-04,10:19:41,2022-04-04,10:28:32,100,530,EN,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,10,10,12,8,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,P,Agree,Agree,Neither Agree nor Disagree,Agree,Somewhat Agree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Agree,12,8,20,0,20,0,Agree,Neither Agree nor Disagree,Somewhat Agree,Agree,Agree,Disagree,Somewhat Disagree,Agree,10,10,17,3,10,10,Somewhat,Not very much,Somewhat,Not at all,Not very much,Not very much,Quite a lot,Not very much,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Not very important,Very important,Rather important,2,3,5 - Neither Agree nor Disagree,6,5 - Neither Agree nor Disagree,7,5 - Neither Agree nor Disagree,9 - Strongly Agree,8,5 - Neither Agree nor Disagree,9 - Strongly Agree,5 - Neither Agree nor Disagree,2,7,6,18,Male,35-44,Republican,NA,Conservative,Above average,Unemployed,Some college / university,Single (never married),0,2,10,Yes,"More than 100,000 inhabitants",I didn't move,North Carolina,Virginia,NA,NA,don't know exactly...,No,NA,1,5,1,5,5,4,2,5,1,EN,American,$,0.1,attfirst,firstletter,P,S,recipient,nat_in_out,another national group,10,10,1
